t,x,y,z,v_x,v_y,v_z,M
402.986313952557,4615257.738281141,-4936383.429134678,588932.0108380477,3089.744414463437,2593.1322069165794,-12.311935025677908,23636.43703498161
403.466313952557,4616741.651533375,-4935136.584847878,588925.9985403873,3093.229306278798,2602.054568237166,-12.739361211682215,23586.037034981608
403.94631395255703,4618227.240181639,-4933885.454587088,588919.7809973725,3096.725238539847,2610.990442588114,-13.167124348463538,23535.637034981606
404.42631395255705,4619714.509535859,-4932630.03185059,588913.3580467671,3100.2322550949525,2619.939894473009,-13.595226521208398,23485.237034981605
404.90631395255707,4621203.464927078,-4931370.310105604,588906.7295253307,3103.750400079839,2628.9029888121763,-14.023669828356171,23434.837034981603
405.3863139525571,4622694.111707591,-4930106.282788086,588899.8952688125,3107.2797179200193,2637.8797909463315,-14.452456381719891,23384.4370349816
405.8663139525571,4624186.455251091,-4928837.943302528,588892.8551119448,3110.8202533332505,2646.8703666402726,-14.881588306608382,23334.0370349816
406.3463139525571,4625680.5009528035,-4927565.285021753,588885.6088884366,3114.3720513320186,2655.874782086612,-15.311067741949742,23283.6370349816
406.82631395255714,4627176.254229631,-4926288.301286707,588878.1564309666,3117.935157226048,2664.893103909548,-15.740896840416196,23233.237034981597
407.30631395255716,4628673.720520299,-4925006.985406252,588870.4975711771,3121.50961662484,2673.925399168678,-16.17107776855034,23182.837034981596
407.7863139525572,4630172.905285496,-4923721.330656957,588862.6321396672,3125.0954754402364,2682.9717353628553,-16.60161270689278,23132.437034981594
408.2663139525572,4631673.814008022,-4922431.330282886,588854.5599659857,3128.692779889013,2692.032180434085,-17.032503850111205,23082.037034981593
408.7463139525572,4633176.452192933,-4921136.977495381,588846.2808786249,3132.301576495499,2701.1068027714655,-17.463753407130884,23031.63703498159
409.22631395255723,4634680.825367695,-4919838.265472851,588837.794705013,3135.921912094226,2710.1956712151714,-17.89536360126666,22981.23703498159
409.70631395255725,4636186.9390823245,-4918535.187360552,588829.1012715078,3139.553833832608,2719.298855060482,-18.327336670356377,22930.83703498159
410.18631395255727,4637694.798909549,-4917227.73627037,588820.2004033892,3143.1973891736443,2728.416424061854,-18.75967486689586,22880.437034981587
410.6663139525573,4639204.410444951,-4915915.905280596,588811.0919248525,3146.8526258986603,2737.5484484370386,-19.19238045817537,22830.037034981586
411.1463139525573,4640715.779307127,-4914599.687435703,588801.7756590011,3150.5195921100712,2746.694998871245,-19.625455726417638,22779.637034981584
411.6263139525573,4642228.911137841,-4913279.0757461265,588792.2514278393,3154.1983362341807,2755.8561465213497,-20.05890296891743,22729.237034981583
412.10631395255734,4643743.811602177,-4911954.063188029,588782.5190522651,3157.888907024007,2765.0319630201548,-20.492724498182724,22678.83703498158
412.58631395255736,4645260.486388702,-4910624.642703076,588772.5783520627,3161.5913535621426,2774.2225204806905,-20.92692264207747,22628.43703498158
413.0663139525574,4646778.941209621,-4909290.807198201,588762.4291458954,3165.305725263645,2783.4278915005693,-21.361499743965997,22578.03703498158
413.5463139525574,4648299.181800939,-4907952.549545375,588752.0712512978,3169.032071878958,2792.6481491663867,-21.796458162859047,22527.637034981577
414.0263139525574,4649821.213922624,-4906609.862581368,588741.5044846685,3172.770443496868,2801.8833670581735,-22.231800273561504,22477.237034981576
414.50631395255743,4651345.043358764,-4905262.739107513,588730.7286612621,3176.520890547491,2811.1336192538956,-22.667528466821803,22426.837034981574
414.98631395255745,4652870.67591774,-4903911.171889465,588719.7435951821,3180.283463805293,2820.3989803340082,-23.10364514948306,22376.437034981573
415.46631395255747,4654398.117432388,-4902555.1536569595,588708.5490993727,3184.058214392146,2829.6795253860587,-23.540152744635947,22326.03703498157
415.9463139525575,4655927.373760163,-4901194.677103566,588697.1449856111,3187.845193780416,2838.9753300093444,-23.97705369177332,22275.63703498157
416.4263139525575,4657458.450783315,-4899829.734886443,588685.5310644994,3191.644453796088,2848.28647031962,-24.41435044694667,22225.23703498157
416.9063139525575,4658991.354409055,-4898460.31962609,588673.7071454572,3195.4560466219223,2857.613022953863,-24.85204548292434,22174.837034981567
417.38631395255754,4660526.090569727,-4897086.4239060925,588661.6730367127,3199.280024800652,2866.95506507509,-25.290141289351627,22124.437034981565
417.86631395255756,4662062.665222984,-4895708.040272872,588649.4285452951,3203.1164412382113,2876.312674377229,-25.728640372912725,22074.037034981564
418.3463139525576,4663601.08435196,-4894325.1612354275,588636.9734770266,3206.9653492070042,2885.685929090052,-26.16754525749456,22023.637034981562
